,3M Company,Alcoa Incorporated,American Express Company,AT&T Incorporated,Bank of America Corporation,Boeing Corporation,Caterpillar Incorporated,Chevron Corporation,"Cisco Systems, Inc",Coca-Cola Company,DuPont,Exxon Mobil Corporation,General Electric Company,Home Depot Incorporated,Microsoft Corporation,Intel Corporation,International Business Machines,J.P. Morgan Chase & Company,Johnson & Johnson,McDonald’s Corporation,Merck & Company,Pfizer Incorporated,Procter & Gamble Company,"The Travelers Companies, Inc",United Technologies,Verizon Company,Wal-Mart Stores Incorporated,Walt Disney Company
2011-05-03,96.830002,42.46101,49.900002,31.860001,12.6,79.510002,113.269997,106.169998,17.41,33.939999,57.656658,85.620003,158.769226,37.349998,25.809999,23.23,172.869995,45.919998,66.260002,78.940002,34.742367,19.39279,65.709999,64.050003,56.544998,37.799999,55.459999,43.07
2011-05-04,96.199997,41.980412,49.700001,31.790001,12.49,78.839996,110.769997,104.68,17.469999,33.73,56.418411,84.809998,155.92308,37.189999,26.059999,23.5,170.619995,45.5,65.669998,79.07,34.885494,19.582542,66.470001,63.540001,56.249214,37.669998,55.369999,42.619999
2011-05-05,94.919998,40.875031,49.52,31.219999,12.3,78.449997,109.389999,102.620003,17.48,33.349998,55.834873,82.620003,153.07692,37.009998,25.790001,23.610001,168.460007,45.169998,65.010002,78.599998,34.589695,19.34535,65.879997,63,55.714287,37.119999,55.07,42.689999
2011-05-06,95.599998,41.211449,50.200001,31.26,12.31,79.309998,110.339996,102.879997,17.559999,33.450001,56.532272,82.690002,153.92308,36.990002,25.870001,23.25,168.889999,45.040001,65.269997,78.699997,34.723282,19.497154,65.269997,63.43,56.142227,37.279999,55.02,43.060001
2011-05-09,95.989998,42.124592,50.189999,31.35,12.18,79.639999,111.660004,104.089996,17.6,33.474998,56.7173,83.18,154.384613,36.959999,25.83,22.76,169.100006,44.959999,65.629997,79.309998,34.809158,19.544592,65.139999,63.389999,56.337318,37.240002,55.099998,43.099998
2011-05-10,95.709999,42.100559,50.169998,31.690001,12.28,79.949997,112.870003,104.360001,17.790001,33.669998,57.984009,83.339996,156.153839,37.27,25.67,23.030001,170.380005,45.16,65.760002,79.709999,35.085876,19.791271,65.730003,63.860001,56.519825,37.57,55.529999,43.91
2011-05-11,95.519997,40.971149,49.830002,31.379999,12.25,79.080002,109.980003,102.260002,17.780001,33.66,55.507519,81.120003,154.538467,37.23,25.360001,23.41,169.5,44.23,66.57,79.510002,34.95229,19.554079,65.919998,63.25,56.337318,37.259998,55.169998,41.52
2011-05-12,96.650002,41.211449,49.540001,31.639999,12.2,79.410004,108.629997,102.760002,16.93,34.154999,55.40789,81.050003,154.92308,37.290001,25.32,23.709999,172.240005,44.09,67.190002,80.660004,35.496181,19.819735,66.839996,63.849998,56.368786,37.43,55.720001,41.580002
2011-05-13,96.010002,41.091301,49.490002,31.41,11.93,79.029999,106.330002,102.389999,16.879999,34.09,54.610859,80.870003,153,37.009998,25.030001,23.41,169.919998,43.150002,66.620003,80.739998,35.38168,19.848198,66.860001,62.330002,55.997482,37.259998,55.720001,41.52
2011-05-16,95.459999,40.65876,50.07,31.059999,11.86,77.769997,106.089996,101.650002,16.6,33.915001,53.671501,80.239998,152,36.98,24.57,23.639999,168.860001,42.880001,66.370003,81.139999,35.591602,19.905123,66.940002,62.939999,55.934551,36.970001,56.060001,40.93
2011-05-17,93.860001,39.52935,50.759998,31.120001,11.9,76.68,102.080002,100.410004,16.639999,33.994999,51.992043,80.410004,150.692307,37.400002,24.52,23.549999,170.5,43.810001,66.400002,80.93,35.562977,20.056927,67.419998,62.57,55.267464,37.110001,55.540001,41.009998
2011-05-18,93.940002,40.106071,51.060001,31.200001,11.79,77.139999,105.25,102.860001,16.65,34.150002,52.618282,81.739998,152,37.459999,24.690001,23.879999,170.440002,44.080002,66.5,81.5,35.85878,20.094877,67.379997,63,54.845814,37.09,55.18,41.419998
2011-05-19,94.709999,40.05801,51.82,31.4,11.69,78.019997,105.300003,103.870003,16.66,34.23,52.447491,82.330002,153.538467,37.389999,24.719999,23.540001,170.589996,44,66.389999,82.510002,35.667938,19.952562,67.459999,62.810001,55.443676,37.32,55.48,41.380001
2011-05-20,93.559998,39.072781,51.189999,31.32,11.58,77.519997,104.330002,102.57,16.530001,34.150002,51.251945,81.57,150.92308,37.049999,24.49,23.219999,170.160004,43.130001,65.690002,82.330002,35.362595,19.62998,67.360001,62.25,55.066078,37.150002,55.290001,41.5
2011-05-23,92.489998,38.39994,51.119999,31.08,11.42,76.279999,101.889999,101.370003,16.35,33.744999,50.682636,80.669998,149.153839,36.82,24.17,22.860001,168.259995,42.549999,65.559998,82.5,35.209923,19.535105,67.050003,61.439999,54.17873,36.849998,55.220001,41.16
2011-05-24,91.970001,38.71233,50.560001,31.16,11.46,75.57,101.550003,102.269997,16.27,33.735001,50.483379,81.290001,146.92308,36.549999,24.15,22.610001,167.990005,42.34,65.779999,82.639999,35.181297,19.468691,67.010002,61.02,53.882946,36.900002,54.779999,41.09
2011-05-25,92.690002,39.24099,50.41,31,11.38,76.32,103.25,103.25,16.190001,33.455002,51.508133,81.959999,147.846161,36.630001,24.190001,22.68,167.75,42.27,66.290001,82.720001,35.009541,19.71537,66.379997,61.459999,54.285713,36.400002,54.560001,41.130001
2011-05-26,92.82,39.337109,50.68,31.110001,11.46,76.660004,104.190002,103.360001,16.25,33.349998,50.81073,82.389999,149.384613,36.189999,24.67,22.5,167.179993,42.450001,65.510002,82.43,34.713741,19.829222,66.190002,61.209999,54.367527,36.610001,54.619999,40.990002
2011-05-27,93.470001,39.60144,51.130001,31.290001,11.69,76.989998,104.599998,103.209999,16.459999,33.255001,50.668404,82.629997,149.538467,36,24.76,22.209999,167.5,42.790001,66.769997,81.620003,34.551525,19.857685,66.199997,61.52,54.329765,36.669998,54.700001,41.52
2011-05-31,94.379997,40.394428,51.599998,31.559999,11.75,78.029999,105.800003,104.910004,16.799999,33.404999,51.422737,83.470001,151.07692,36.279999,25.01,22.51,168.929993,43.240002,67.290001,81.540001,35.066795,20.351044,67,62.080002,55.235996,36.93,55.220001,41.630001
2011-06-01,91.440002,38.664268,49.91,31.17,11.24,75.349998,101.239998,102.489998,16.379999,33.380001,49.956768,82.029999,147.153839,35.400002,24.43,22,166.559998,41.759998,66.480003,80.980003,34.589695,19.971537,66.400002,61.200001,53.052235,36.27,54.299999,40.400002
2011-06-02,91.459999,38.9286,50.09,30.969999,11.29,75.690002,102.190002,101.120003,16.25,33.02,50.896126,81.330002,146.846161,35.09,24.219999,22.09,166.089996,41.610001,66.480003,80.75,34.494274,19.924099,66.010002,61.18,53.04594,36.169998,53.549999,40.060001
2011-06-03,90.699997,38.25576,49.279999,30.65,11.28,74.839996,101.099998,101,16.01,32.764999,50.099094,81.18,144.769226,34.630001,23.91,21.73,165.050003,41.57,66.089996,80.540001,34.17939,19.772297,65.43,61.18,52.385147,35.630001,53.66,39.380001
2011-06-06,90.620003,37.51083,48.779999,30.360001,10.83,74.580002,99.860001,99.68,15.99,32.709999,49.899837,80.290001,142,34.290001,24.01,21.83,164.75,40.529999,66.050003,80.699997,33.931297,19.67742,65.5,61.060001,52.680931,35.209999,53.759998,39.400002
2011-06-07,90.849998,37.703072,48.889999,30.309999,10.65,74.18,99.879997,99.470001,15.51,32.599998,50.070629,80,142.153839,34.330002,24.059999,22.059999,163.690002,40.720001,65.5,81.139999,33.940842,19.67742,65.059998,61.23,52.391441,35.380001,53.830002,39.349998
2011-06-08,90.910004,37.030231,48.099998,30.34,10.54,73.849998,98.040001,99.949997,15.3,32.700001,49.629417,80.760002,142.384613,34.099998,23.940001,21.82,164.339996,40.389999,66.139999,81.150002,34.150764,19.620493,64.849998,60.689999,52.259281,35.900002,53.689999,39.23
2011-06-09,91.959999,37.246498,48.330002,30.33,10.65,74.18,99.260002,101.230003,15.31,32.945,50.056396,81.18,142.92308,34.330002,23.959999,21.76,164.839996,40.98,66.779999,81.260002,34.351147,19.686907,65.010002,61.080002,52.920074,35.669998,53.619999,39.369999
2011-06-10,90.730003,36.717838,47.740002,30.34,10.8,72.690002,96.790001,99.669998,15.12,32.695,49.91407,79.779999,140.92308,33.470001,23.709999,21.379999,163.179993,41.049999,66.089996,80.360001,33.826336,19.079697,64.699997,59.209999,52.045311,35.189999,52.720001,38.5
2011-06-13,91.300003,36.285301,48.240002,30.549999,10.97,72.940002,95.440002,98.93,15.06,32.560001,49.757511,79.230003,141.461533,33.509998,24.040001,21.389999,163.169998,41.669998,66.589996,80.730003,33.71183,19.411764,64.769997,58.759998,52.089363,35.630001,52.619999,38.369999
2011-06-14,92.589996,37.030231,48.150002,30.790001,10.8,74.639999,97.860001,100.599998,15.08,32.805,50.639938,80.379997,143.07692,34.75,24.219999,21.82,164.119995,41.610001,67.099998,81.470001,34.007633,19.525618,64.760002,58.650002,52.876022,35.580002,52.91,38.59
2011-06-15,91.029999,35.948879,47.279999,30.35,10.5,73.849998,95.650002,98.410004,14.84,32.485001,49.273598,78.660004,141.461533,33.880001,23.74,21.42,162.330002,40.68,66.160004,81.239998,33.559158,19.155598,63.759998,57.540001,52.40403,35.119999,52.32,38.389999
2011-06-16,91.580002,35.540371,48.41,30.43,10.6,74.010002,95.459999,99.43,15.05,32.744999,49.003178,79.220001,141.846161,34.5,24,21.42,162.669998,40.360001,66.32,81.809998,33.568703,19.203035,64.260002,57.759998,53.083698,35.240002,52.830002,38.009998
2011-06-17,91.779999,35.372162,48.5,30.77,10.68,74.160004,95.949997,99.169998,14.97,32.810001,49.2309,79.019997,142.230774,34.529999,24.26,21.190001,164.440002,40.799999,66.290001,82.519997,33.769085,19.222012,64.690002,57.919998,53.222153,35.509998,52.82,38.040001
2011-06-20,92.559998,35.516338,48.880001,30.959999,10.6,74.519997,98.18,99.910004,15.14,32.915001,49.757511,79.709999,142.153839,34.77,24.469999,21.33,165.020004,40.48,66.510002,82.690002,34.150764,19.231499,65.089996,57.57,53.8326,35.650002,53.040001,38.23
2011-06-21,93.43,36.934109,49.549999,31.110001,10.83,73.980003,101.389999,101.589996,15.51,33.130001,51.351574,80.57,144.692307,35.43,24.76,21.65,166.220001,40.91,66.489998,82.800003,34.14122,19.383303,64.220001,58.080002,53.845184,35.990002,53.290001,38.779999
2011-06-22,92.800003,36.741871,49.849998,30.879999,10.79,72.120003,100.150002,101.07,15.36,33.200001,51.209248,79.82,142.769226,34.93,24.65,21.4,165.679993,40.689999,66.07,82.650002,33.845421,19.240988,64.059998,57.32,53.769665,35.939999,53.009998,38.310001
2011-06-23,92.339996,36.717838,49.209999,30.719999,10.71,71.25,100.550003,99.360001,15.47,32.490002,50.696869,78.440002,141.384613,35.650002,24.629999,21.709999,166.119995,40.07,65.669998,82.290001,33.36832,19.59203,63.459999,57.16,53.568283,36.049999,53.290001,37.82
2011-06-24,90.889999,36.597691,48.34,30.440001,10.52,71.260002,100.010002,97.900002,14.93,32.465,50.141792,76.779999,138.230774,35.080002,24.299999,21.200001,165.070007,39.490002,65.059998,81.839996,32.967556,19.051233,62.59,56.68,53.071114,36,52.41,37.580002
2011-06-27,92.25,36.717838,49.540001,30.76,10.85,71.620003,100.800003,98.900002,15.05,32.605,49.971001,77.919998,140.615387,35.200001,25.200001,21.34,167.619995,39.880001,65.25,82.32,32.948475,19.136621,62.82,57.220001,53.700439,36.400002,52.290001,38.07
2011-06-28,93.019997,37.606949,49.82,31.02,10.82,72.089996,103.839996,100.349998,15.13,33.014999,50.469147,79.629997,141.846161,36.060001,25.799999,21.49,170.009995,39.540001,65.910004,84.349998,33.311069,19.497154,62.720001,57.549999,54.46822,36.57,52.529999,37.919998
2011-06-29,93.110001,38.015461,50.919998,31.26,11.14,72.720001,103.360001,101.279999,15.34,33.355,50.938824,80.25,142.769226,35.98,25.620001,21.389999,170.539993,40.450001,66.309998,84.57,33.492367,19.611006,62.549999,58.57,54.417873,36.720001,52.639999,38.349998
2011-06-30,94.849998,38.11158,51.700001,31.41,10.96,73.93,106.459999,102.839996,15.61,33.645,51.237713,81.379997,145.07692,36.220001,26,22.16,171.550003,40.939999,66.519997,84.32,33.673664,19.544592,63.57,58.380001,55.701698,37.23,53.139999,39.040001
2011-07-01,96.669998,39.192928,52.34,31.68,11.09,74.269997,108.620003,104.089996,15.86,34.044998,51.693157,82.010002,147.692307,36.73,26.02,22.530001,174.539993,41.580002,67.300003,85.650002,33.969467,19.686907,64.269997,59.110001,56.721207,37.799999,53.509998,39.720001
2011-07-05,96.139999,39.38517,52.330002,31.629999,11,74.150002,108.43,105.120003,15.67,34.150002,51.664692,81.599998,146.461533,36.59,26.030001,22.440001,175.429993,41.029999,67.620003,85.639999,33.864506,19.71537,64.260002,58.529999,56.331024,37.82,53.389999,39.970001
2011-07-06,97.239998,39.024719,52.759998,31.23,10.74,74.739998,110.080002,105.080002,15.56,34.264999,51.892414,81.57,146.538467,36.57,26.33,22.75,177.710007,40.560001,67.550003,85.860001,33.902672,19.71537,64.699997,58.610001,56.903713,37.540001,53.720001,39.57
2011-07-07,97.970001,39.625469,53.59,31.23,10.92,75.989998,111.629997,106.589996,15.9,34.375,52.902939,82.360001,148.461533,37.049999,26.77,23.23,176.479996,41.32,67.919998,86.059998,34.09351,19.193548,64.949997,58.900002,57.51416,37.419998,54.490002,39.740002
2011-07-08,97.620003,39.361141,53.07,31.139999,10.7,75.07,110.410004,105.889999,15.74,34.34,51.778553,82.419998,146.07692,36.619999,26.92,23.09,176.490005,40.740002,67.57,85.599998,34.465649,19.127134,64.93,58.66,56.859661,37.48,54.080002,39.91
2011-07-11,96.559998,38.231731,52.27,30.799999,10.35,73.349998,108.160004,104.410004,15.43,34.049999,49.928303,81.900002,143.307693,36.360001,26.629999,22.85,174.990005,39.43,67.269997,85.349998,34.045803,19.013283,64.720001,58.25,56.091881,37.119999,53.869999,39.220001
2011-07-12,95.879997,37.751129,52.400002,30.77,10.21,71.93,106.93,104.389999,15.6,33.924999,48.462334,81.889999,141.384613,36.110001,26.540001,22.450001,174.050003,39.389999,67.029999,84.989998,33.998093,18.975332,64.529999,58.330002,55.670235,37.09,53.939999,39.150002
2011-07-13,96.190002,38.087551,51.950001,30.82,10.2,72.169998,108.639999,105.089996,15.57,34.029999,48.74699,82.480003,142.384613,36.130001,26.629999,22.48,174.320007,39.619999,67.629997,84.959999,34.379772,18.965843,64.639999,58.470001,55.487728,36.939999,54.02,39.560001
2011-07-14,94.980003,37.150379,51.380001,30.58,10.07,71.190002,107.580002,104.669998,15.43,33.834999,49.173969,82.239998,142.538467,35.959999,26.469999,22.27,174.229996,40.349998,67.660004,85.809998,34.646946,18.889942,64.599998,57.73,55.267464,36.880001,53.630001,39.580002
2011-07-15,95.470001,37.198441,51.810001,30.309999,10,71.279999,109.360001,106.190002,15.59,33.764999,49.743279,83,141.615387,35.91,26.780001,22.370001,175.539993,39.98,67.449997,85.480003,34.284351,18.73814,64.830002,57.900002,55.582127,36.82,53.630001,39.27
2011-07-18,94.599998,36.45351,51.330002,30.120001,9.72,69.550003,107.800003,106.230003,15.44,33.560001,48.775455,82.650002,140.692307,35.689999,26.59,22.280001,175.279999,39.830002,67.089996,85.400002,33.864506,18.633776,64.550003,56.52,55.141598,36.709999,53.32,38.75
2011-07-19,94.269997,37.102322,51.810001,30.33,9.57,70.529999,109.639999,107.480003,15.66,34.66,49.472855,83.629997,142.92308,36.110001,27.540001,23.059999,185.210007,40.389999,66.720001,86.209999,34.150764,18.918406,64.610001,57.029999,55.89679,36.970001,53.970001,39.540001
2011-07-20,94.25,37.270531,52.09,30.23,9.85,72.07,110.309998,107.099998,15.82,34.435001,49.985233,83.300003,144.538467,36.41,27.059999,22.99,183.649994,40.959999,66.239998,86.269997,33.959923,18.880455,64.199997,57.060001,54.88987,37.330002,53.889999,39.360001
2011-07-21,95.839996,37.895309,52.580002,30.280001,10.23,72.889999,111.599998,109.43,16.35,34.669998,50.881893,85.019997,147.384613,36.720001,27.1,22.809999,184.899994,42.290001,66.470001,86.540001,34.5229,19.07021,64.489998,57.689999,55.512901,37.57,54.470001,40.740002
2011-07-22,95.379997,38.03949,52.240002,30.32,10.13,72.669998,105.150002,108.970001,16.459999,34.865002,50.639938,85.220001,146.461533,36.52,27.530001,23.129999,185.179993,42.189999,66.720001,88.559998,34.437023,19.041746,64.25,57.580002,55.191944,36.740002,54.52,40.650002
2011-07-25,95.07,37.606949,51.810001,29.91,10.01,71.309998,105.660004,108.099998,16.280001,34.630001,51.223476,84.57,145.846161,36.650002,27.91,23.030001,183.699997,41.689999,66.25,88.120003,34.246181,18.795067,63.310001,56.650002,54.952801,36.220001,53.970001,40.560001
2011-07-26,89.93,37.198441,51.57,29.940001,10,70.160004,105.199997,107.57,16.290001,34.595001,51.02422,84.370003,142.769226,36.389999,28.08,22.9,182.929993,41.439999,65.919998,88.019997,34.150764,18.624289,63.09,56.799999,54.235367,36.279999,53.59,40.509998
2011-07-27,88.080002,35.876789,50.48,29.959999,9.68,70.629997,101.339996,105.629997,15.69,34.345001,49.800209,83.309998,139.307693,35.630001,27.33,22.530001,181.350006,40.669998,65.230003,87.089996,33.578243,18.311195,62.200001,56.27,52.69981,36.209999,53.25,39.52
2011-07-28,87.57,35.63649,50.549999,29.26,9.79,70.660004,99.639999,105.029999,16.01,34.404999,50.341049,81.459999,139.307693,35.150002,27.719999,22.549999,181.800003,40.68,65.080002,86.779999,33.330154,18.36812,61.919998,55.5,52.183762,35.66,52.990002,39.400002
2011-07-29,87.139999,35.396191,50.040001,29.26,9.71,70.470001,98.790001,104.019997,15.97,34.005001,49.629417,79.790001,137.769226,34.93,27.4,22.33,181.850006,40.450001,64.790001,86.480003,32.566795,18.263758,61.490002,55.130001,52.133415,35.290001,52.709999,38.619999
2011-08-01,86.769997,35.444248,50.02,29.52,9.81,70.330002,100.720001,105.379997,15.83,33.865002,50.013699,79.599998,138.230774,34.25,27.27,22.24,180.75,40.439999,64.410004,86.389999,31.908398,18.036053,61.43,54.610001,51.818752,35.869999,52.619999,38.439999
2011-08-02,85.269997,34.026482,48.52,29.18,9.49,67.699997,97.18,103.449997,15.46,33.535,47.921494,77.839996,132.384613,32.82,26.799999,21.719999,178.050003,39.84,63.43,85.059998,31.393129,17.210627,60.869999,54.16,49.672749,35.490002,51.68,36.970001
2011-08-03,86.18,34.266781,48.860001,29.5,9.54,67.339996,96.279999,102.760002,15.49,34.200001,48.06382,77.720001,134.384613,32.950001,26.92,21.809999,178.830002,39.900002,63.41,85.540001,31.20229,17.106262,60.73,54.220001,49.911896,35.970001,51.279999,37.43
2011-08-04,82.230003,31.09482,46.84,28.780001,8.83,63.09,89.550003,96.839996,14.82,32.91,43.139305,73.839996,126.692307,31.700001,25.940001,20.85,171.479996,37.919998,61.84,84.279999,30.066793,16.470589,59.580002,53.310001,46.80302,34.919998,50.099998,35.349998
2011-08-05,82.75,30.734369,47.209999,28.93,8.17,62.75,90.989998,97.610001,14.94,33.384998,43.011211,74.82,127,30.74,25.68,20.790001,172.979996,37.599998,62.709999,85.080002,30.257633,16.593927,60.59,52.57,46.658276,35.049999,50.849998,35.18
2011-08-08,78.589996,27.22599,43.040001,27.700001,6.51,58.709999,82.599998,90.25,13.94,32.560001,38.527912,70.190002,118.692307,28.93,24.48,20.110001,166.220001,34.060001,61.119999,82.110001,28.568703,15.806452,59.290001,48.580002,43.88924,33.119999,48.919998,33.029999
2011-08-09,82.690002,29.41272,46.099998,28.85,7.6,62.34,87.480003,93.400002,14.06,33.34,41.787201,71.639999,122.769234,30.15,25.58,20.6,170.610001,36.400002,62.200001,85.959999,29.790075,16.698292,60.220001,51.689999,45.040905,34.290001,50.82,34.700001
2011-08-10,78.230003,27.8748,42.799999,27.879999,6.77,57.41,83.510002,90.57,13.73,31.98,40.022346,68.029999,116.07692,28.51,24.200001,19.93,162.539993,34.369999,60.200001,84.080002,28.444656,16.176472,58.509998,49.040001,42.441788,33.66,48.41,31.540001
2011-08-11,81.220001,29.43675,45.07,28.440001,7.25,58.849998,87.25,94.07,15.92,33.235001,41.872597,71.580002,120.615387,30.049999,25.190001,20.76,166.729996,36.689999,63.439999,86.279999,29.770992,16.897533,60.450001,51.389999,43.88924,34.619999,49.73,32.119999
2011-08-12,82.540001,29.460779,44.889999,28.219999,7.19,61.75,89.809998,95.860001,15.99,33.57,41.886829,72,122.153847,30.58,25.1,20.65,168.199997,35.91,63.360001,86.5,29.904579,16.944971,61.139999,51.130001,45.594715,34.299999,49.75,33.09
2011-08-15,83.309998,30.181681,45.82,28.809999,7.76,62.700001,91.370003,99.099998,16.030001,34.099998,42.811954,74.290001,126.07692,31.459999,25.51,20.889999,172.990005,36.880001,64.589996,86.82,30.658398,17.400379,61.880001,52.27,46.280682,35.049999,49.98,33.650002
2011-08-16,82.129997,29.460779,44.889999,28.790001,7.4,62.23,89.349998,98.139999,16,34.084999,41.73027,73.5,124.230766,33.119999,25.35,20.790001,171.240005,36.029999,64.360001,86.669998,30.62977,17.371918,61.619999,51.98,45.657646,34.880001,51.919998,33.419998
2011-08-17,80.93,29.460779,45.860001,29.17,7.46,62.18,87.639999,97.68,15.85,34.639999,42.057621,74.160004,124.846153,33.41,25.25,20.67,171.479996,36.57,64.260002,87.5,30.725191,17.542694,61.669998,52.200001,45.342983,35.610001,51.549999,33.369999
2011-08-18,77.419998,27.658529,44.279999,28.459999,7.01,58.93,83.330002,93.239998,15.01,33.880001,38.271725,70.940002,118,32.16,24.67,19.77,163.830002,35.189999,63.16,85.610001,29.637405,16.802656,60.860001,49.790001,42.869728,35.07,51.790001,32.549999
2011-08-19,76.870003,26.93763,44.470001,27.99,6.97,57.540001,79.970001,93.290001,15.08,33.549999,37.375065,69.800003,116.07692,31.879999,24.049999,19.190001,157.539993,34.349998,63.139999,87.230003,29.828243,16.764706,60.959999,49.459999,42.448082,34.709999,52.299999,31.85
2011-08-22,76.949997,26.985689,44.599998,28.450001,6.42,58.380001,79.889999,93.300003,15.01,33.634998,36.421474,70.18,116.230766,32.279999,23.98,19.379999,158.979996,33.41,63.290001,87.760002,29.875954,16.774195,61.709999,49.119999,42.592827,34.82,52.189999,32.02
2011-08-23,79.669998,28.067039,46.419998,28.98,6.3,60.77,82.980003,97.330002,15.44,34.529999,37.531624,73.660004,119.53846,33.110001,24.719999,19.709999,164.320007,34.779999,64.970001,89.529999,30.477098,17.305504,63.02,49.349998,44.008812,35.959999,53.209999,32.110001
2011-08-24,80.290001,28.523609,48.080002,29.43,6.99,61.689999,85.400002,97.589996,15.46,34.84,38.186329,73.540001,120.92308,34.369999,24.9,19.799999,166.759995,35.830002,65.529999,90.129997,30.753817,17.447819,63.310001,49.509998,44.940212,36.470001,53.369999,32.509998
2011-08-25,78.190002,27.850771,48.09,29.059999,7.65,61.099998,83.25,95.959999,15.08,33.985001,37.574322,71.769997,118.846153,33.84,24.57,19.42,165.580002,35.720001,64.550003,88.709999,30.400763,17.039848,62.529999,47.990002,44.524857,35.77,52.700001,32.009998
2011-08-26,80.010002,28.49958,48.48,29.040001,7.76,62.799999,85.160004,96.849998,15.32,34.25,38.172096,72.639999,119.53846,34,25.25,19.77,169.139999,36.209999,64.279999,89.93,30.458015,17.27704,62.57,48.299999,45.034615,35.759998,52.900002,32.400002
2011-08-29,82.099998,29.845261,48.549999,29.26,8.39,64.599998,88.150002,98.739998,15.74,34.865002,40.292767,74.120003,123.384613,33.990002,25.84,20.299999,172.619995,37.639999,65.860001,90.790001,30.973282,17.912712,63.09,50.75,46.488358,36.139999,53.189999,33.16
2011-08-30,82.07,29.70108,48.66,29.620001,8.12,66.029999,89.830002,98.400002,15.63,34.93,40.221603,73.910004,124,33.57,26.23,20.24,172.509995,37.060001,65.769997,90.779999,31.20229,17.912712,63.5,50.209999,46.419132,36.310001,52.82,33.580002
2011-08-31,82.980003,30.7584,49.709999,28.48,8.17,66.860001,91,98.839996,15.67,35.224998,40.492023,74.019997,125.46154,33.380001,26.6,20.129999,171.910004,37.560001,65.800003,90.410004,31.583969,18.007589,63.68,50.459999,46.727501,36.169998,53.189999,34.060001
